date,Year,Month,heatindex,year
1989-06-01,1989 여름,6,20.6,1989
1989-06-02,1989 여름,6,21.24,1989
1989-06-03,1989 여름,6,22.61,1989
1989-06-04,1989 여름,6,22.03,1989
1989-06-05,1989 여름,6,20.37,1989
1989-06-06,1989 여름,6,21.1,1989
1989-06-07,1989 여름,6,24.88,1989
1989-06-08,1989 여름,6,18,1989
1989-06-09,1989 여름,6,16.1,1989
1989-06-10,1989 여름,6,18.86,1989
1989-06-11,1989 여름,6,20.18,1989
1989-06-12,1989 여름,6,21.83,1989
1989-06-13,1989 여름,6,24.93,1989
1989-06-14,1989 여름,6,19.89,1989
1989-06-15,1989 여름,6,18.55,1989
1989-06-16,1989 여름,6,20.6,1989
1989-06-17,1989 여름,6,20.14,1989
1989-06-18,1989 여름,6,18.23,1989
1989-06-19,1989 여름,6,17.56,1989
1989-06-20,1989 여름,6,19.93,1989
1989-06-21,1989 여름,6,20.77,1989
1989-06-22,1989 여름,6,21.45,1989
1989-06-23,1989 여름,6,25.41,1989
1989-06-24,1989 여름,6,23.82,1989
1989-06-25,1989 여름,6,23.68,1989
1989-06-26,1989 여름,6,23.95,1989
1989-06-27,1989 여름,6,22.43,1989
1989-06-28,1989 여름,6,22.44,1989
1989-06-29,1989 여름,6,25,1989
1989-06-30,1989 여름,6,24.41,1989
1989-07-01,1989 여름,7,23.23,1989
1989-07-02,1989 여름,7,21.48,1989
1989-07-03,1989 여름,7,21.55,1989
1989-07-04,1989 여름,7,22.7,1989
1989-07-05,1989 여름,7,24.11,1989
1989-07-06,1989 여름,7,25.72,1989
1989-07-07,1989 여름,7,25.57,1989
1989-07-08,1989 여름,7,22.28,1989
1989-07-09,1989 여름,7,22.99,1989
1989-07-10,1989 여름,7,23.3,1989
1989-07-11,1989 여름,7,21.54,1989
1989-07-12,1989 여름,7,23.83,1989
1989-07-13,1989 여름,7,24.88,1989
1989-07-14,1989 여름,7,25.51,1989
1989-07-15,1989 여름,7,23.84,1989
1989-07-16,1989 여름,7,23.23,1989
1989-07-17,1989 여름,7,26.12,1989
1989-07-18,1989 여름,7,30.69,1989
1989-07-19,1989 여름,7,31.51,1989
1989-07-20,1989 여름,7,25.73,1989
1989-07-21,1989 여름,7,25.01,1989
1989-07-22,1989 여름,7,29.73,1989
1989-07-23,1989 여름,7,30.38,1989
1989-07-24,1989 여름,7,30.49,1989
1989-07-25,1989 여름,7,25.17,1989
1989-07-26,1989 여름,7,25.6,1989
1989-07-27,1989 여름,7,21.47,1989
1989-07-28,1989 여름,7,22.1,1989
1989-07-29,1989 여름,7,23.32,1989
1989-07-30,1989 여름,7,26.55,1989
1989-07-31,1989 여름,7,32.43,1989
1989-08-01,1989 여름,8,27.97,1989
1989-08-02,1989 여름,8,25.49,1989
1989-08-03,1989 여름,8,26.27,1989
1989-08-04,1989 여름,8,30.2,1989
1989-08-05,1989 여름,8,31.61,1989
1989-08-06,1989 여름,8,30.78,1989
1989-08-07,1989 여름,8,28.67,1989
1989-08-08,1989 여름,8,29.31,1989
1989-08-09,1989 여름,8,28.68,1989
1989-08-10,1989 여름,8,25.44,1989
1989-08-11,1989 여름,8,24.22,1989
1989-08-12,1989 여름,8,25.01,1989
1989-08-13,1989 여름,8,26.47,1989
1989-08-14,1989 여름,8,31.27,1989
1989-08-15,1989 여름,8,26.56,1989
1989-08-16,1989 여름,8,25.11,1989
1989-08-17,1989 여름,8,25.11,1989
1989-08-18,1989 여름,8,26.45,1989
1989-08-19,1989 여름,8,25.97,1989
1989-08-20,1989 여름,8,23.97,1989
1989-08-21,1989 여름,8,22.31,1989
1989-08-22,1989 여름,8,24.08,1989
1989-08-23,1989 여름,8,25.95,1989
1989-08-24,1989 여름,8,25.65,1989
1989-08-25,1989 여름,8,24.4,1989
1989-08-26,1989 여름,8,24.98,1989
1989-08-27,1989 여름,8,24.71,1989
1989-08-28,1989 여름,8,24.07,1989
1989-08-29,1989 여름,8,21,1989
1989-08-30,1989 여름,8,21.9,1989
1989-08-31,1989 여름,8,23.88,1989
1990-06-01,1990 여름,6,15.09,1990
1990-06-02,1990 여름,6,17.89,1990
1990-06-03,1990 여름,6,20.7,1990
1990-06-04,1990 여름,6,22.04,1990
1990-06-05,1990 여름,6,21.05,1990
1990-06-06,1990 여름,6,23.01,1990
1990-06-07,1990 여름,6,23.94,1990
1990-06-08,1990 여름,6,19.04,1990
1990-06-09,1990 여름,6,17.06,1990
1990-06-10,1990 여름,6,19.63,1990
1990-06-11,1990 여름,6,19.59,1990
1990-06-12,1990 여름,6,20.93,1990
1990-06-13,1990 여름,6,23.31,1990
1990-06-14,1990 여름,6,22.68,1990
1990-06-15,1990 여름,6,21.07,1990
1990-06-16,1990 여름,6,21.25,1990
1990-06-17,1990 여름,6,23.32,1990
1990-06-18,1990 여름,6,20.58,1990
1990-06-19,1990 여름,6,21.32,1990
1990-06-20,1990 여름,6,20.73,1990
1990-06-21,1990 여름,6,19.47,1990
1990-06-22,1990 여름,6,20.54,1990
1990-06-23,1990 여름,6,22.61,1990
1990-06-24,1990 여름,6,22.53,1990
1990-06-25,1990 여름,6,21.58,1990
1990-06-26,1990 여름,6,20.31,1990
1990-06-27,1990 여름,6,20.39,1990
1990-06-28,1990 여름,6,21.28,1990
1990-06-29,1990 여름,6,20.7,1990
1990-06-30,1990 여름,6,22.05,1990
1990-07-01,1990 여름,7,21.6,1990
1990-07-02,1990 여름,7,19.7,1990
1990-07-03,1990 여름,7,19.61,1990
1990-07-04,1990 여름,7,21.45,1990
1990-07-05,1990 여름,7,24.28,1990
1990-07-06,1990 여름,7,24.9,1990
1990-07-07,1990 여름,7,26.62,1990
1990-07-08,1990 여름,7,30.32,1990
1990-07-09,1990 여름,7,30.25,1990
1990-07-10,1990 여름,7,30.93,1990
1990-07-11,1990 여름,7,24.96,1990
1990-07-12,1990 여름,7,25.89,1990
1990-07-13,1990 여름,7,23.5,1990
1990-07-14,1990 여름,7,22.54,1990
1990-07-15,1990 여름,7,23.37,1990
1990-07-16,1990 여름,7,24.65,1990
1990-07-17,1990 여름,7,23.31,1990
1990-07-18,1990 여름,7,23.9,1990
1990-07-19,1990 여름,7,25.46,1990
1990-07-20,1990 여름,7,25.17,1990
1990-07-21,1990 여름,7,24.85,1990
1990-07-22,1990 여름,7,25.77,1990
1990-07-23,1990 여름,7,25.24,1990
1990-07-24,1990 여름,7,24.9,1990
1990-07-25,1990 여름,7,25.27,1990
1990-07-26,1990 여름,7,25.7,1990
1990-07-27,1990 여름,7,30.07,1990
1990-07-28,1990 여름,7,33.04,1990
1990-07-29,1990 여름,7,34.58,1990
1990-07-30,1990 여름,7,34.69,1990
1990-07-31,1990 여름,7,32.42,1990
1990-08-01,1990 여름,8,32.51,1990
1990-08-02,1990 여름,8,34.01,1990
1990-08-03,1990 여름,8,33.12,1990
1990-08-04,1990 여름,8,31.49,1990
1990-08-05,1990 여름,8,32.83,1990
1990-08-06,1990 여름,8,33.32,1990
1990-08-07,1990 여름,8,34.95,1990
1990-08-08,1990 여름,8,32.05,1990
1990-08-09,1990 여름,8,29.59,1990
1990-08-10,1990 여름,8,26.16,1990
1990-08-11,1990 여름,8,26.25,1990
1990-08-12,1990 여름,8,29.81,1990
1990-08-13,1990 여름,8,30.76,1990
1990-08-14,1990 여름,8,25.49,1990
1990-08-15,1990 여름,8,26.64,1990
1990-08-16,1990 여름,8,24.21,1990
1990-08-17,1990 여름,8,24.91,1990
1990-08-18,1990 여름,8,25.87,1990
1990-08-19,1990 여름,8,24.87,1990
1990-08-20,1990 여름,8,24.41,1990
1990-08-21,1990 여름,8,23.65,1990
1990-08-22,1990 여름,8,26.51,1990
1990-08-23,1990 여름,8,24.92,1990
1990-08-24,1990 여름,8,25.63,1990
1990-08-25,1990 여름,8,25.49,1990
1990-08-26,1990 여름,8,25.85,1990
1990-08-27,1990 여름,8,28.92,1990
1990-08-28,1990 여름,8,28.79,1990
1990-08-29,1990 여름,8,26.54,1990
1990-08-30,1990 여름,8,26.42,1990
1990-08-31,1990 여름,8,22.36,1990
1991-06-01,1991 여름,6,19.8,1991
1991-06-02,1991 여름,6,21.53,1991
1991-06-03,1991 여름,6,20.53,1991
1991-06-04,1991 여름,6,20.28,1991
1991-06-05,1991 여름,6,21.07,1991
1991-06-06,1991 여름,6,22.8,1991
1991-06-07,1991 여름,6,24.19,1991
1991-06-08,1991 여름,6,24.39,1991
1991-06-09,1991 여름,6,21.95,1991
1991-06-10,1991 여름,6,22.33,1991
1991-06-11,1991 여름,6,22.29,1991
1991-06-12,1991 여름,6,21.15,1991
1991-06-13,1991 여름,6,21.42,1991
1991-06-14,1991 여름,6,23.7,1991
1991-06-15,1991 여름,6,25.31,1991
1991-06-16,1991 여름,6,24.61,1991
1991-06-17,1991 여름,6,22.18,1991
1991-06-18,1991 여름,6,22.79,1991
1991-06-19,1991 여름,6,22.52,1991
1991-06-20,1991 여름,6,21.08,1991
1991-06-21,1991 여름,6,22.02,1991
1991-06-22,1991 여름,6,23.18,1991
1991-06-23,1991 여름,6,24.18,1991
1991-06-24,1991 여름,6,23.3,1991
1991-06-25,1991 여름,6,24.67,1991
1991-06-26,1991 여름,6,23.3,1991
1991-06-27,1991 여름,6,23.95,1991
1991-06-28,1991 여름,6,26.01,1991
1991-06-29,1991 여름,6,23.29,1991
1991-06-30,1991 여름,6,24.03,1991
1991-07-01,1991 여름,7,22.78,1991
1991-07-02,1991 여름,7,24.14,1991
1991-07-03,1991 여름,7,25.51,1991
1991-07-04,1991 여름,7,28.3,1991
1991-07-05,1991 여름,7,25.85,1991
1991-07-06,1991 여름,7,25.32,1991
1991-07-07,1991 여름,7,21.55,1991
1991-07-08,1991 여름,7,22.08,1991
1991-07-09,1991 여름,7,22.04,1991
1991-07-10,1991 여름,7,23.63,1991
1991-07-11,1991 여름,7,22.73,1991
1991-07-12,1991 여름,7,24.2,1991
1991-07-13,1991 여름,7,24.57,1991
1991-07-14,1991 여름,7,25.12,1991
1991-07-15,1991 여름,7,23,1991
1991-07-16,1991 여름,7,23.76,1991
1991-07-17,1991 여름,7,24.8,1991
1991-07-18,1991 여름,7,25.64,1991
1991-07-19,1991 여름,7,24.87,1991
1991-07-20,1991 여름,7,24.52,1991
1991-07-21,1991 여름,7,24.35,1991
1991-07-22,1991 여름,7,26,1991
1991-07-23,1991 여름,7,24.96,1991
1991-07-24,1991 여름,7,24.68,1991
1991-07-25,1991 여름,7,22.06,1991
1991-07-26,1991 여름,7,23.82,1991
1991-07-27,1991 여름,7,25.45,1991
1991-07-28,1991 여름,7,30.25,1991
1991-07-29,1991 여름,7,29.61,1991
1991-07-30,1991 여름,7,25.14,1991
1991-07-31,1991 여름,7,25.51,1991
1991-08-01,1991 여름,8,29.61,1991
1991-08-02,1991 여름,8,22.45,1991
1991-08-03,1991 여름,8,24.46,1991
1991-08-04,1991 여름,8,23.62,1991
1991-08-05,1991 여름,8,24.19,1991
1991-08-06,1991 여름,8,23.35,1991
1991-08-07,1991 여름,8,23.77,1991
1991-08-08,1991 여름,8,25.65,1991
1991-08-09,1991 여름,8,23.2,1991
1991-08-10,1991 여름,8,25.13,1991
1991-08-11,1991 여름,8,25.8,1991
1991-08-12,1991 여름,8,26.23,1991
1991-08-13,1991 여름,8,30.2,1991
1991-08-14,1991 여름,8,32.66,1991
1991-08-15,1991 여름,8,33.08,1991
1991-08-16,1991 여름,8,30.75,1991
1991-08-17,1991 여름,8,30.56,1991
1991-08-18,1991 여름,8,30.6,1991
1991-08-19,1991 여름,8,30.28,1991
1991-08-20,1991 여름,8,32.83,1991
1991-08-21,1991 여름,8,29.36,1991
1991-08-22,1991 여름,8,26.31,1991
1991-08-23,1991 여름,8,22.09,1991
1991-08-24,1991 여름,8,25.33,1991
1991-08-25,1991 여름,8,26.39,1991
1991-08-26,1991 여름,8,25.61,1991
1991-08-27,1991 여름,8,22.68,1991
1991-08-28,1991 여름,8,22.94,1991
1991-08-29,1991 여름,8,25.13,1991
1991-08-30,1991 여름,8,24.63,1991
1991-08-31,1991 여름,8,24.41,1991
1992-06-01,1992 여름,6,22.4,1992
1992-06-02,1992 여름,6,22.95,1992
1992-06-03,1992 여름,6,21.43,1992
1992-06-04,1992 여름,6,18.9,1992
1992-06-05,1992 여름,6,21.29,1992
1992-06-06,1992 여름,6,21.01,1992
1992-06-07,1992 여름,6,16.09,1992
1992-06-08,1992 여름,6,18.11,1992
1992-06-09,1992 여름,6,19.64,1992
1992-06-10,1992 여름,6,17.34,1992
1992-06-11,1992 여름,6,17.57,1992
1992-06-12,1992 여름,6,19.03,1992
1992-06-13,1992 여름,6,19.59,1992
1992-06-14,1992 여름,6,21.24,1992
1992-06-15,1992 여름,6,23.12,1992
1992-06-16,1992 여름,6,23.5,1992
1992-06-17,1992 여름,6,21.43,1992
1992-06-18,1992 여름,6,20.8,1992
1992-06-19,1992 여름,6,20.22,1992
1992-06-20,1992 여름,6,21.21,1992
1992-06-21,1992 여름,6,20.81,1992
1992-06-22,1992 여름,6,22.13,1992
1992-06-23,1992 여름,6,21.8,1992
1992-06-24,1992 여름,6,21.18,1992
1992-06-25,1992 여름,6,22.09,1992
1992-06-26,1992 여름,6,22.76,1992
1992-06-27,1992 여름,6,24,1992
1992-06-28,1992 여름,6,23.61,1992
1992-06-29,1992 여름,6,23.66,1992
1992-06-30,1992 여름,6,22.54,1992
1992-07-01,1992 여름,7,23.43,1992
1992-07-02,1992 여름,7,22.26,1992
1992-07-03,1992 여름,7,21.42,1992
1992-07-04,1992 여름,7,23.83,1992
1992-07-05,1992 여름,7,25.58,1992
1992-07-06,1992 여름,7,27.83,1992
1992-07-07,1992 여름,7,26.08,1992
1992-07-08,1992 여름,7,26.18,1992
1992-07-09,1992 여름,7,25.74,1992
1992-07-10,1992 여름,7,22.38,1992
1992-07-11,1992 여름,7,21.32,1992
1992-07-12,1992 여름,7,23.16,1992
1992-07-13,1992 여름,7,24.34,1992
1992-07-14,1992 여름,7,23.64,1992
1992-07-15,1992 여름,7,23.85,1992
1992-07-16,1992 여름,7,24.54,1992
1992-07-17,1992 여름,7,21.64,1992
1992-07-18,1992 여름,7,24.45,1992
1992-07-19,1992 여름,7,29.07,1992
1992-07-20,1992 여름,7,26.6,1992
1992-07-21,1992 여름,7,29.13,1992
1992-07-22,1992 여름,7,24.94,1992
1992-07-23,1992 여름,7,26.46,1992
1992-07-24,1992 여름,7,29.18,1992
1992-07-25,1992 여름,7,26.24,1992
1992-07-26,1992 여름,7,28.99,1992
1992-07-27,1992 여름,7,25.33,1992
1992-07-28,1992 여름,7,30.89,1992
1992-07-29,1992 여름,7,31.02,1992
1992-07-30,1992 여름,7,25.59,1992
1992-07-31,1992 여름,7,25.57,1992
1992-08-01,1992 여름,8,30.06,1992
1992-08-02,1992 여름,8,26.16,1992
1992-08-03,1992 여름,8,26.25,1992
1992-08-04,1992 여름,8,24.73,1992
1992-08-05,1992 여름,8,25,1992
1992-08-06,1992 여름,8,24.35,1992
1992-08-07,1992 여름,8,21.36,1992
1992-08-08,1992 여름,8,25.01,1992
1992-08-09,1992 여름,8,25.48,1992
1992-08-10,1992 여름,8,25.39,1992
1992-08-11,1992 여름,8,25.64,1992
1992-08-12,1992 여름,8,23.7,1992
1992-08-13,1992 여름,8,25.33,1992
1992-08-14,1992 여름,8,21.39,1992
1992-08-15,1992 여름,8,21.01,1992
1992-08-16,1992 여름,8,24.05,1992
1992-08-17,1992 여름,8,22.05,1992
1992-08-18,1992 여름,8,24.69,1992
1992-08-19,1992 여름,8,25.56,1992
1992-08-20,1992 여름,8,25.76,1992
1992-08-21,1992 여름,8,26.03,1992
1992-08-22,1992 여름,8,25.92,1992
1992-08-23,1992 여름,8,24.8,1992
1992-08-24,1992 여름,8,24.76,1992
1992-08-25,1992 여름,8,24.75,1992
1992-08-26,1992 여름,8,26.11,1992
1992-08-27,1992 여름,8,22.13,1992
1992-08-28,1992 여름,8,23.45,1992
1992-08-29,1992 여름,8,29.94,1992
1992-08-30,1992 여름,8,30.95,1992
1992-08-31,1992 여름,8,30.08,1992
1993-06-01,1993 여름,6,24.91,1993
1993-06-02,1993 여름,6,16.24,1993
1993-06-03,1993 여름,6,16.12,1993
1993-06-04,1993 여름,6,19.1,1993
1993-06-05,1993 여름,6,20.52,1993
1993-06-06,1993 여름,6,20.79,1993
1993-06-07,1993 여름,6,22.83,1993
1993-06-08,1993 여름,6,23.2,1993
1993-06-09,1993 여름,6,20.73,1993
1993-06-10,1993 여름,6,19.97,1993
1993-06-11,1993 여름,6,22.1,1993
1993-06-12,1993 여름,6,21.96,1993
1993-06-13,1993 여름,6,21.46,1993
1993-06-14,1993 여름,6,21.36,1993
1993-06-15,1993 여름,6,22.82,1993
1993-06-16,1993 여름,6,24.61,1993
1993-06-17,1993 여름,6,22.89,1993
1993-06-18,1993 여름,6,22.55,1993
1993-06-19,1993 여름,6,21.92,1993
1993-06-20,1993 여름,6,20.62,1993
1993-06-21,1993 여름,6,22.56,1993
1993-06-22,1993 여름,6,23.03,1993
1993-06-23,1993 여름,6,23.44,1993
1993-06-24,1993 여름,6,22.74,1993
1993-06-25,1993 여름,6,23.29,1993
1993-06-26,1993 여름,6,24.44,1993
1993-06-27,1993 여름,6,23.34,1993
1993-06-28,1993 여름,6,20.47,1993
1993-06-29,1993 여름,6,19.16,1993
1993-06-30,1993 여름,6,17.96,1993
1993-07-01,1993 여름,7,22.39,1993
1993-07-02,1993 여름,7,24.56,1993
1993-07-03,1993 여름,7,23.54,1993
1993-07-04,1993 여름,7,25.6,1993
1993-07-05,1993 여름,7,28.01,1993
1993-07-06,1993 여름,7,25.01,1993
1993-07-07,1993 여름,7,25.45,1993
1993-07-08,1993 여름,7,22.14,1993
1993-07-09,1993 여름,7,23.94,1993
1993-07-10,1993 여름,7,25.32,1993
1993-07-11,1993 여름,7,23.08,1993
1993-07-12,1993 여름,7,22.83,1993
1993-07-13,1993 여름,7,22.79,1993
1993-07-14,1993 여름,7,25.21,1993
1993-07-15,1993 여름,7,24.5,1993
1993-07-16,1993 여름,7,23.85,1993
1993-07-17,1993 여름,7,18.96,1993
1993-07-18,1993 여름,7,22.24,1993
1993-07-19,1993 여름,7,22.68,1993
1993-07-20,1993 여름,7,22.35,1993
1993-07-21,1993 여름,7,22.48,1993
1993-07-22,1993 여름,7,22.59,1993
1993-07-23,1993 여름,7,23.46,1993
1993-07-24,1993 여름,7,21.88,1993
1993-07-25,1993 여름,7,21.48,1993
1993-07-26,1993 여름,7,21.93,1993
1993-07-27,1993 여름,7,23.75,1993
1993-07-28,1993 여름,7,26.04,1993
1993-07-29,1993 여름,7,21.9,1993
1993-07-30,1993 여름,7,23.76,1993
1993-07-31,1993 여름,7,25.11,1993
1993-08-01,1993 여름,8,25.1,1993
1993-08-02,1993 여름,8,22.63,1993
1993-08-03,1993 여름,8,22.65,1993
1993-08-04,1993 여름,8,23.51,1993
1993-08-05,1993 여름,8,23.35,1993
1993-08-06,1993 여름,8,22.74,1993
1993-08-07,1993 여름,8,22.81,1993
1993-08-08,1993 여름,8,22.94,1993
1993-08-09,1993 여름,8,25.52,1993
1993-08-10,1993 여름,8,23.45,1993
1993-08-11,1993 여름,8,24.98,1993
1993-08-12,1993 여름,8,24.87,1993
1993-08-13,1993 여름,8,22.52,1993
1993-08-14,1993 여름,8,24.43,1993
1993-08-15,1993 여름,8,22.67,1993
1993-08-16,1993 여름,8,20.93,1993
1993-08-17,1993 여름,8,22.94,1993
1993-08-18,1993 여름,8,23.1,1993
1993-08-19,1993 여름,8,23.7,1993
1993-08-20,1993 여름,8,23.05,1993
1993-08-21,1993 여름,8,19.76,1993
1993-08-22,1993 여름,8,22.9,1993
1993-08-23,1993 여름,8,24.15,1993
1993-08-24,1993 여름,8,23.67,1993
1993-08-25,1993 여름,8,24.68,1993
1993-08-26,1993 여름,8,24.1,1993
1993-08-27,1993 여름,8,24.12,1993
1993-08-28,1993 여름,8,23.07,1993
1993-08-29,1993 여름,8,22.08,1993
1993-08-30,1993 여름,8,22.9,1993
1993-08-31,1993 여름,8,23.45,1993
1994-06-01,1994 여름,6,20.79,1994
1994-06-02,1994 여름,6,21.3,1994
1994-06-03,1994 여름,6,21.26,1994
1994-06-04,1994 여름,6,21.67,1994
1994-06-05,1994 여름,6,22.78,1994
1994-06-06,1994 여름,6,23.06,1994
1994-06-07,1994 여름,6,23,1994
1994-06-08,1994 여름,6,21.4,1994
1994-06-09,1994 여름,6,21.73,1994
1994-06-10,1994 여름,6,21.29,1994
1994-06-11,1994 여름,6,22.89,1994
1994-06-12,1994 여름,6,23.17,1994
1994-06-13,1994 여름,6,25.37,1994
1994-06-14,1994 여름,6,25.7,1994
1994-06-15,1994 여름,6,25.56,1994
1994-06-16,1994 여름,6,26.66,1994
1994-06-17,1994 여름,6,29.03,1994
1994-06-18,1994 여름,6,23.11,1994
1994-06-19,1994 여름,6,20.23,1994
1994-06-20,1994 여름,6,20.54,1994
1994-06-21,1994 여름,6,21.6,1994
1994-06-22,1994 여름,6,22.15,1994
1994-06-23,1994 여름,6,19.65,1994
1994-06-24,1994 여름,6,22.48,1994
1994-06-25,1994 여름,6,22.69,1994
1994-06-26,1994 여름,6,23.37,1994
1994-06-27,1994 여름,6,24.91,1994
1994-06-28,1994 여름,6,24.88,1994
1994-06-29,1994 여름,6,23.9,1994
1994-06-30,1994 여름,6,22.81,1994
1994-07-01,1994 여름,7,22.21,1994
1994-07-02,1994 여름,7,25.43,1994
1994-07-03,1994 여름,7,25.76,1994
1994-07-04,1994 여름,7,26.09,1994
1994-07-05,1994 여름,7,23.92,1994
1994-07-06,1994 여름,7,25.16,1994
1994-07-07,1994 여름,7,24.73,1994
1994-07-08,1994 여름,7,30.37,1994
1994-07-09,1994 여름,7,33.2,1994
1994-07-10,1994 여름,7,25.82,1994
1994-07-11,1994 여름,7,30.98,1994
1994-07-12,1994 여름,7,33.9,1994
1994-07-13,1994 여름,7,36.41,1994
1994-07-14,1994 여름,7,32.35,1994
1994-07-15,1994 여름,7,33.51,1994
1994-07-16,1994 여름,7,34.9,1994
1994-07-17,1994 여름,7,34.15,1994
1994-07-18,1994 여름,7,36.95,1994
1994-07-19,1994 여름,7,35.65,1994
1994-07-20,1994 여름,7,35.04,1994
1994-07-21,1994 여름,7,38.34,1994
1994-07-22,1994 여름,7,43.42,1994
1994-07-23,1994 여름,7,42.11,1994
1994-07-24,1994 여름,7,39.03,1994
1994-07-25,1994 여름,7,36.2,1994
1994-07-26,1994 여름,7,36.64,1994
1994-07-27,1994 여름,7,36.04,1994
1994-07-28,1994 여름,7,36.97,1994
1994-07-29,1994 여름,7,38.59,1994
1994-07-30,1994 여름,7,36.5,1994
1994-07-31,1994 여름,7,35.96,1994
1994-08-01,1994 여름,8,26.46,1994
1994-08-02,1994 여름,8,34.76,1994
1994-08-03,1994 여름,8,35.21,1994
1994-08-04,1994 여름,8,35.36,1994
1994-08-05,1994 여름,8,37.52,1994
1994-08-06,1994 여름,8,37.71,1994
1994-08-07,1994 여름,8,35.48,1994
1994-08-08,1994 여름,8,35.67,1994
1994-08-09,1994 여름,8,35.72,1994
1994-08-10,1994 여름,8,26.46,1994
1994-08-11,1994 여름,8,32.77,1994
1994-08-12,1994 여름,8,37.29,1994
1994-08-13,1994 여름,8,37.4,1994
1994-08-14,1994 여름,8,36.06,1994
1994-08-15,1994 여름,8,36.35,1994
1994-08-16,1994 여름,8,34.5,1994
1994-08-17,1994 여름,8,26.6,1994
1994-08-18,1994 여름,8,26.4,1994
1994-08-19,1994 여름,8,29.21,1994
1994-08-20,1994 여름,8,27.33,1994
1994-08-21,1994 여름,8,26.01,1994
1994-08-22,1994 여름,8,25.25,1994
1994-08-23,1994 여름,8,26.1,1994
1994-08-24,1994 여름,8,26.62,1994
1994-08-25,1994 여름,8,24.17,1994
1994-08-26,1994 여름,8,29.2,1994
1994-08-27,1994 여름,8,26.4,1994
1994-08-28,1994 여름,8,22.41,1994
1994-08-29,1994 여름,8,24.48,1994
1994-08-30,1994 여름,8,25.19,1994
1994-08-31,1994 여름,8,26.32,1994
1995-06-01,1995 여름,6,20.74,1995
1995-06-02,1995 여름,6,17.51,1995
1995-06-03,1995 여름,6,16.71,1995
1995-06-04,1995 여름,6,17.6,1995
1995-06-05,1995 여름,6,18.53,1995
1995-06-06,1995 여름,6,21.05,1995
1995-06-07,1995 여름,6,22.43,1995
1995-06-08,1995 여름,6,23.8,1995
1995-06-09,1995 여름,6,23.4,1995
1995-06-10,1995 여름,6,23.55,1995
1995-06-11,1995 여름,6,23.2,1995
1995-06-12,1995 여름,6,21.95,1995
1995-06-13,1995 여름,6,23.41,1995
1995-06-14,1995 여름,6,22.23,1995
1995-06-15,1995 여름,6,22.32,1995
1995-06-16,1995 여름,6,22.87,1995
1995-06-17,1995 여름,6,24.07,1995
1995-06-18,1995 여름,6,18.7,1995
1995-06-19,1995 여름,6,20.07,1995
1995-06-20,1995 여름,6,23.14,1995
1995-06-21,1995 여름,6,24.94,1995
1995-06-22,1995 여름,6,21.85,1995
1995-06-23,1995 여름,6,22.25,1995
1995-06-24,1995 여름,6,23.35,1995
1995-06-25,1995 여름,6,23.32,1995
1995-06-26,1995 여름,6,21.82,1995
1995-06-27,1995 여름,6,22.14,1995
1995-06-28,1995 여름,6,23.06,1995
1995-06-29,1995 여름,6,24.16,1995
1995-06-30,1995 여름,6,22.48,1995
1995-07-01,1995 여름,7,22.62,1995
1995-07-02,1995 여름,7,21.9,1995
1995-07-03,1995 여름,7,22.95,1995
1995-07-04,1995 여름,7,22.7,1995
1995-07-05,1995 여름,7,22.9,1995
1995-07-06,1995 여름,7,23.1,1995
1995-07-07,1995 여름,7,25.42,1995
1995-07-08,1995 여름,7,22.65,1995
1995-07-09,1995 여름,7,23.38,1995
1995-07-10,1995 여름,7,23.02,1995
1995-07-11,1995 여름,7,24.38,1995
1995-07-12,1995 여름,7,25.73,1995
1995-07-13,1995 여름,7,24.06,1995
1995-07-14,1995 여름,7,24.54,1995
1995-07-15,1995 여름,7,25.46,1995
1995-07-16,1995 여름,7,24.39,1995
1995-07-17,1995 여름,7,24.1,1995
1995-07-18,1995 여름,7,23.53,1995
1995-07-19,1995 여름,7,19.8,1995
1995-07-20,1995 여름,7,20.1,1995
1995-07-21,1995 여름,7,23.26,1995
1995-07-22,1995 여름,7,25.95,1995
1995-07-23,1995 여름,7,33.03,1995
1995-07-24,1995 여름,7,26.29,1995
1995-07-25,1995 여름,7,26.28,1995
1995-07-26,1995 여름,7,30.92,1995
1995-07-27,1995 여름,7,30.39,1995
1995-07-28,1995 여름,7,30.22,1995
1995-07-29,1995 여름,7,26.59,1995
1995-07-30,1995 여름,7,30.39,1995
1995-07-31,1995 여름,7,31.45,1995
1995-08-01,1995 여름,8,32.15,1995
1995-08-02,1995 여름,8,30.56,1995
1995-08-03,1995 여름,8,30.66,1995
1995-08-04,1995 여름,8,31.72,1995
1995-08-05,1995 여름,8,30.41,1995
1995-08-06,1995 여름,8,32.17,1995
1995-08-07,1995 여름,8,30.97,1995
1995-08-08,1995 여름,8,24.9,1995
1995-08-09,1995 여름,8,25.72,1995
1995-08-10,1995 여름,8,29.4,1995
1995-08-11,1995 여름,8,29.51,1995
1995-08-12,1995 여름,8,30.16,1995
1995-08-13,1995 여름,8,33.15,1995
1995-08-14,1995 여름,8,37,1995
1995-08-15,1995 여름,8,34.86,1995
1995-08-16,1995 여름,8,32.17,1995
1995-08-17,1995 여름,8,32.88,1995
1995-08-18,1995 여름,8,33.22,1995
1995-08-19,1995 여름,8,23.78,1995
1995-08-20,1995 여름,8,24.88,1995
1995-08-21,1995 여름,8,26.07,1995
1995-08-22,1995 여름,8,25.79,1995
1995-08-23,1995 여름,8,23.94,1995
