date,Year,Month,heatindex
20100824,2010 여름,8,23.88
20100825,2010 여름,8,21.63
20100826,2010 여름,8,23.84
20100827,2010 여름,8,25.8
20100828,2010 여름,8,25.41
20100829,2010 여름,8,23.82
20100830,2010 여름,8,25.85
20100831,2010 여름,8,24.93
20110601,2011 여름,6,17.73
20110602,2011 여름,6,19.02
20110603,2011 여름,6,18.88
20110604,2011 여름,6,18.74
20110605,2011 여름,6,20.36
20110606,2011 여름,6,20.8
20110607,2011 여름,6,20.89
20110608,2011 여름,6,21.97
20110609,2011 여름,6,19.48
20110610,2011 여름,6,21.19
20110611,2011 여름,6,24.01
20110612,2011 여름,6,23.3
20110613,2011 여름,6,21.13
20110614,2011 여름,6,22.56
20110615,2011 여름,6,24.99
20110616,2011 여름,6,26.13
20110617,2011 여름,6,25.28
20110618,2011 여름,6,24.52
20110619,2011 여름,6,26.4
20110620,2011 여름,6,27.34
20110621,2011 여름,6,24.09
20110622,2011 여름,6,22.72
20110623,2011 여름,6,21.99
20110624,2011 여름,6,19.98
20110625,2011 여름,6,18.37
20110626,2011 여름,6,18.88
20110627,2011 여름,6,19.39
20110628,2011 여름,6,23.61
20110629,2011 여름,6,21.1
20110630,2011 여름,6,23.71
20110701,2011 여름,7,25.1
20110702,2011 여름,7,24.64
20110703,2011 여름,7,22.92
20110704,2011 여름,7,22.43
20110705,2011 여름,7,24.18
20110706,2011 여름,7,25.34
20110707,2011 여름,7,23.19
20110708,2011 여름,7,22.29
20110709,2011 여름,7,23.53
20110710,2011 여름,7,24.43
20110711,2011 여름,7,21.23
20110712,2011 여름,7,22.62
20110713,2011 여름,7,24.22
20110714,2011 여름,7,23.59
20110715,2011 여름,7,23.61
20110716,2011 여름,7,22.66
20110717,2011 여름,7,25.05
20110718,2011 여름,7,30.94
20110719,2011 여름,7,29.63
20110720,2011 여름,7,28.14
20110721,2011 여름,7,27.43
20110722,2011 여름,7,24.26
20110723,2011 여름,7,25.5
20110724,2011 여름,7,24.89
20110725,2011 여름,7,24.88
20110726,2011 여름,7,25
20110727,2011 여름,7,23.72
20110728,2011 여름,7,24.51
20110729,2011 여름,7,26.1
20110730,2011 여름,7,29.43
20110731,2011 여름,7,24.95
20110801,2011 여름,8,25.45
20110802,2011 여름,8,26.2
20110803,2011 여름,8,25.45
20110804,2011 여름,8,25.36
20110805,2011 여름,8,31.7
20110806,2011 여름,8,31.26
20110807,2011 여름,8,31.27
20110808,2011 여름,8,24.82
20110809,2011 여름,8,25.97
20110810,2011 여름,8,25.66
20110811,2011 여름,8,26.61
20110812,2011 여름,8,25.4
20110813,2011 여름,8,25.19
20110814,2011 여름,8,24.95
20110815,2011 여름,8,24.49
20110816,2011 여름,8,24.98
20110817,2011 여름,8,23.85
20110818,2011 여름,8,24.98
20110819,2011 여름,8,24.51
20110820,2011 여름,8,23.36
20110821,2011 여름,8,24.18
20110822,2011 여름,8,23.85
20110823,2011 여름,8,24.03
20110824,2011 여름,8,24.73
20110825,2011 여름,8,25.62
20110826,2011 여름,8,26.49
20110827,2011 여름,8,28.74
20110828,2011 여름,8,29.18
20110829,2011 여름,8,28.85
20110830,2011 여름,8,29.05
20110831,2011 여름,8,29.5
20120601,2012 여름,6,21.18
20120602,2012 여름,6,22.97
20120603,2012 여름,6,23.4
20120604,2012 여름,6,23.59
20120605,2012 여름,6,22.67
20120606,2012 여름,6,23.1
20120607,2012 여름,6,23.05
20120608,2012 여름,6,22.4
20120609,2012 여름,6,23.85
20120610,2012 여름,6,23.83
20120611,2012 여름,6,23.33
20120612,2012 여름,6,22.88
20120613,2012 여름,6,22.88
20120614,2012 여름,6,24.75
20120615,2012 여름,6,23.76
20120616,2012 여름,6,23.78
20120617,2012 여름,6,23.56
20120618,2012 여름,6,24.69
20120619,2012 여름,6,26.11
20120620,2012 여름,6,25.56
20120621,2012 여름,6,25.68
20120622,2012 여름,6,24.36
20120623,2012 여름,6,26.09
20120624,2012 여름,6,28.1
20120625,2012 여름,6,26.67
20120626,2012 여름,6,24.65
20120627,2012 여름,6,24.57
20120628,2012 여름,6,25.26
20120629,2012 여름,6,26.25
20120630,2012 여름,6,22.06
20120701,2012 여름,7,21.4
20120702,2012 여름,7,23.98
20120703,2012 여름,7,22.75
20120704,2012 여름,7,24.22
20120705,2012 여름,7,22.88
20120706,2012 여름,7,20.96
20120707,2012 여름,7,24.45
20120708,2012 여름,7,25.79
20120709,2012 여름,7,26.09
20120710,2012 여름,7,26.35
20120711,2012 여름,7,23.39
20120712,2012 여름,7,24.36
20120713,2012 여름,7,26.11
20120714,2012 여름,7,23.25
20120715,2012 여름,7,19.78
20120716,2012 여름,7,21.65
20120717,2012 여름,7,25.14
20120718,2012 여름,7,26.09
20120719,2012 여름,7,23.99
20120720,2012 여름,7,25.35
20120721,2012 여름,7,29.34
20120722,2012 여름,7,29.41
20120723,2012 여름,7,30.42
20120724,2012 여름,7,30.83
20120725,2012 여름,7,30.28
20120726,2012 여름,7,30.07
20120727,2012 여름,7,30.21
20120728,2012 여름,7,31.13
20120729,2012 여름,7,32.54
20120730,2012 여름,7,31.34
20120731,2012 여름,7,32.32
20120801,2012 여름,8,33.75
20120802,2012 여름,8,32.68
20120803,2012 여름,8,33.49
20120804,2012 여름,8,33.83
20120805,2012 여름,8,34.16
20120806,2012 여름,8,34.41
20120807,2012 여름,8,31.87
20120808,2012 여름,8,30.55
20120809,2012 여름,8,32.64
20120810,2012 여름,8,29.7
20120811,2012 여름,8,29.25
20120812,2012 여름,8,25.75
20120813,2012 여름,8,26.48
20120814,2012 여름,8,28.01
20120815,2012 여름,8,23.96
20120816,2012 여름,8,25.74
20120817,2012 여름,8,29.88
20120818,2012 여름,8,30.31
20120819,2012 여름,8,31.26
20120820,2012 여름,8,25.48
20120821,2012 여름,8,25.41
20120822,2012 여름,8,22.28
20120823,2012 여름,8,22.75
20120824,2012 여름,8,23.3
20120825,2012 여름,8,24.72
20120826,2012 여름,8,29.8
20120827,2012 여름,8,30.21
20120828,2012 여름,8,28.08
20120829,2012 여름,8,25.49
20120830,2012 여름,8,21.68
20120831,2012 여름,8,23.55
20130601,2013 여름,6,21.95
20130602,2013 여름,6,23.25
20130603,2013 여름,6,21.77
20130604,2013 여름,6,22.49
20130605,2013 여름,6,24.61
20130606,2013 여름,6,25.03
20130607,2013 여름,6,25.59
20130608,2013 여름,6,26.15
20130609,2013 여름,6,27.07
20130610,2013 여름,6,26.94
20130611,2013 여름,6,24.18
20130612,2013 여름,6,20.56
20130613,2013 여름,6,22.82
20130614,2013 여름,6,24.64
20130615,2013 여름,6,24.72
20130616,2013 여름,6,22.58
20130617,2013 여름,6,22.33
20130618,2013 여름,6,21.66
20130619,2013 여름,6,24.27
20130620,2013 여름,6,25.54
20130621,2013 여름,6,26.5
20130622,2013 여름,6,25.26
20130623,2013 여름,6,23.14
20130624,2013 여름,6,23.33
20130625,2013 여름,6,24.87
20130626,2013 여름,6,24.62
20130627,2013 여름,6,25.03
20130628,2013 여름,6,25.41
20130629,2013 여름,6,27.85
20130630,2013 여름,6,29.01
20130701,2013 여름,7,28.25
20130702,2013 여름,7,24.74
20130703,2013 여름,7,24.91
20130704,2013 여름,7,25.13
20130705,2013 여름,7,25.45
20130706,2013 여름,7,25.22
20130707,2013 여름,7,24.82
20130708,2013 여름,7,24.45
20130709,2013 여름,7,24.45
20130710,2013 여름,7,25.28
20130711,2013 여름,7,24.62
20130712,2013 여름,7,23.66
20130713,2013 여름,7,23.99
20130714,2013 여름,7,24.22
20130715,2013 여름,7,26.3
20130716,2013 여름,7,28.77
20130717,2013 여름,7,24.29
20130718,2013 여름,7,24.9
20130719,2013 여름,7,28.71
20130720,2013 여름,7,28.92
20130721,2013 여름,7,28.98
20130722,2013 여름,7,26.35
20130723,2013 여름,7,25.65
20130724,2013 여름,7,25
20130725,2013 여름,7,25.9
20130726,2013 여름,7,26.53
20130727,2013 여름,7,26.08
20130728,2013 여름,7,25.32
20130729,2013 여름,7,26.59
20130730,2013 여름,7,26.19
20130731,2013 여름,7,26.32
20130801,2013 여름,8,29.86
20130802,2013 여름,8,30.39
20130803,2013 여름,8,32.98
20130804,2013 여름,8,32.3
20130805,2013 여름,8,31.17
20130806,2013 여름,8,26.57
20130807,2013 여름,8,32.11
20130808,2013 여름,8,33.98
20130809,2013 여름,8,34.85
20130810,2013 여름,8,32.98
20130811,2013 여름,8,31.99
20130812,2013 여름,8,33.52
20130813,2013 여름,8,32.21
20130814,2013 여름,8,31.45
20130815,2013 여름,8,32.2
20130816,2013 여름,8,32.5
20130817,2013 여름,8,32.19
20130818,2013 여름,8,32.04
20130819,2013 여름,8,31.11
20130820,2013 여름,8,28.89
20130821,2013 여름,8,29.57
20130822,2013 여름,8,31.15
20130823,2013 여름,8,26.07
20130824,2013 여름,8,26.49
20130825,2013 여름,8,27.61
20130826,2013 여름,8,27.66
20130827,2013 여름,8,25.71
20130828,2013 여름,8,26.23
20130829,2013 여름,8,25.55
20130830,2013 여름,8,25.25
20130831,2013 여름,8,23.87
20140601,2014 여름,6,24.76
20140602,2014 여름,6,22.7
20140603,2014 여름,6,18.96
20140604,2014 여름,6,22.75
20140605,2014 여름,6,22.82
20140606,2014 여름,6,24.4
20140607,2014 여름,6,23.44
20140608,2014 여름,6,21.51
20140609,2014 여름,6,22.65
20140610,2014 여름,6,23.63
20140611,2014 여름,6,20.52
20140612,2014 여름,6,21.08
20140613,2014 여름,6,21.21
20140614,2014 여름,6,22.41
20140615,2014 여름,6,23.16
20140616,2014 여름,6,23.78
20140617,2014 여름,6,24.78
20140618,2014 여름,6,24.36
20140619,2014 여름,6,22.6
20140620,2014 여름,6,24.05
20140621,2014 여름,6,23.31
20140622,2014 여름,6,23.6
20140623,2014 여름,6,20.9
20140624,2014 여름,6,22.78
20140625,2014 여름,6,23.72
20140626,2014 여름,6,24.32
20140627,2014 여름,6,24.16
20140628,2014 여름,6,23.84
20140629,2014 여름,6,24.14
20140630,2014 여름,6,25.27
20140701,2014 여름,7,25.95
20140702,2014 여름,7,25.79
20140703,2014 여름,7,22.55
20140704,2014 여름,7,26.6
20140705,2014 여름,7,25.88
20140706,2014 여름,7,25.68
20140707,2014 여름,7,28.13
20140708,2014 여름,7,25.9
20140709,2014 여름,7,31
20140710,2014 여름,7,30.62
20140711,2014 여름,7,28.39
20140712,2014 여름,7,25.43
20140713,2014 여름,7,25.33
20140714,2014 여름,7,26.28
20140715,2014 여름,7,28.54
20140716,2014 여름,7,26.63
20140717,2014 여름,7,25.93
20140718,2014 여름,7,26.08
20140719,2014 여름,7,29.85
20140720,2014 여름,7,31.2
20140721,2014 여름,7,29.98
20140722,2014 여름,7,25.92
20140723,2014 여름,7,23.96
20140724,2014 여름,7,21.7
20140725,2014 여름,7,30.45
20140726,2014 여름,7,23.16
20140727,2014 여름,7,24.95
20140728,2014 여름,7,26.44
20140729,2014 여름,7,26.56
20140730,2014 여름,7,31.69
20140731,2014 여름,7,33.15
20140801,2014 여름,8,33.66
20140802,2014 여름,8,34.26
20140803,2014 여름,8,26.65
20140804,2014 여름,8,26.47
20140805,2014 여름,8,29.67
20140806,2014 여름,8,24.68
20140807,2014 여름,8,24.61
20140808,2014 여름,8,26.11
20140809,2014 여름,8,26.44
20140810,2014 여름,8,23.87
20140811,2014 여름,8,23.32
20140812,2014 여름,8,25.77
20140813,2014 여름,8,24.32
20140814,2014 여름,8,22.34
20140815,2014 여름,8,24.68
20140816,2014 여름,8,26.07
20140817,2014 여름,8,24.2
20140818,2014 여름,8,22.37
20140819,2014 여름,8,22.17
20140820,2014 여름,8,24.64
20140821,2014 여름,8,23.29
20140822,2014 여름,8,24.56
20140823,2014 여름,8,25.25
20140824,2014 여름,8,25.36
20140825,2014 여름,8,25.84
20140826,2014 여름,8,25.7
20140827,2014 여름,8,24.51
20140828,2014 여름,8,25.03
20140829,2014 여름,8,25.11
20140830,2014 여름,8,24.51
20140831,2014 여름,8,24.07
20150601,2015 여름,6,21.76
20150602,2015 여름,6,23.04
20150603,2015 여름,6,23.09
20150604,2015 여름,6,24.19
20150605,2015 여름,6,19.53
20150606,2015 여름,6,22.21
20150607,2015 여름,6,23.46
20150608,2015 여름,6,22.43
20150609,2015 여름,6,22.23
20150610,2015 여름,6,25.03
20150611,2015 여름,6,24.72
20150612,2015 여름,6,23.68
20150613,2015 여름,6,24.53
20150614,2015 여름,6,23.05
20150615,2015 여름,6,24.17
20150616,2015 여름,6,24.98
20150617,2015 여름,6,23.82
20150618,2015 여름,6,24.51
20150619,2015 여름,6,24.63
20150620,2015 여름,6,20.07
20150621,2015 여름,6,22.06
20150622,2015 여름,6,23.86
20150623,2015 여름,6,24.59
20150624,2015 여름,6,25.68
20150625,2015 여름,6,24.95
20150626,2015 여름,6,21.07
20150627,2015 여름,6,25.05
20150628,2015 여름,6,25.53
20150629,2015 여름,6,25.56
20150630,2015 여름,6,24.47
20150701,2015 여름,7,23.77
20150702,2015 여름,7,23.88
20150703,2015 여름,7,23.3
20150704,2015 여름,7,23.98
20150705,2015 여름,7,24.34
20150706,2015 여름,7,25.34
20150707,2015 여름,7,25.43
20150708,2015 여름,7,23.57
20150709,2015 여름,7,26.36
20150710,2015 여름,7,31.09
20150711,2015 여름,7,33.76
20150712,2015 여름,7,25.08
20150713,2015 여름,7,23.26
20150714,2015 여름,7,25.98
20150715,2015 여름,7,29.43
20150716,2015 여름,7,24.99
20150717,2015 여름,7,23.51
20150718,2015 여름,7,24.24
20150719,2015 여름,7,24.93
20150720,2015 여름,7,29.47
20150721,2015 여름,7,30.12
20150722,2015 여름,7,31.13
20150723,2015 여름,7,29.68
20150724,2015 여름,7,24.69
20150725,2015 여름,7,24.98
20150726,2015 여름,7,25.93
20150727,2015 여름,7,26.13
20150728,2015 여름,7,30.36
20150729,2015 여름,7,26.62
20150730,2015 여름,7,32.83
20150731,2015 여름,7,31.32
20150801,2015 여름,8,31.13
20150802,2015 여름,8,29.39
20150803,2015 여름,8,30.6
20150804,2015 여름,8,29.94
20150805,2015 여름,8,31.26
20150806,2015 여름,8,32.17
20150807,2015 여름,8,32.35
20150808,2015 여름,8,29.3
20150809,2015 여름,8,28.71
20150810,2015 여름,8,29.08
20150811,2015 여름,8,28.78
20150812,2015 여름,8,28.83
20150813,2015 여름,8,28.2
20150814,2015 여름,8,28.26
20150815,2015 여름,8,29
20150816,2015 여름,8,25.98
20150817,2015 여름,8,26.11
20150818,2015 여름,8,28.94
20150819,2015 여름,8,28.48
20150820,2015 여름,8,25.68
20150821,2015 여름,8,25.26
20150822,2015 여름,8,25.66
20150823,2015 여름,8,26.18
20150824,2015 여름,8,26.43
20150825,2015 여름,8,22.16
20150826,2015 여름,8,21.8
20150827,2015 여름,8,24.84
20150828,2015 여름,8,23.43
20150829,2015 여름,8,24.21
20150830,2015 여름,8,25
20150831,2015 여름,8,25.81
20160601,2016 여름,6,23.16
20160602,2016 여름,6,23.28
20160603,2016 여름,6,22.23
20160604,2016 여름,6,21.25
20160605,2016 여름,6,24.3
20160606,2016 여름,6,23.52
20160607,2016 여름,6,21.89
20160608,2016 여름,6,22.08
20160609,2016 여름,6,23.86
20160610,2016 여름,6,24.73
20160611,2016 여름,6,23.43
20160612,2016 여름,6,23.68
20160613,2016 여름,6,23.47
20160614,2016 여름,6,23.8
20160615,2016 여름,6,20.94
20160616,2016 여름,6,21.03
20160617,2016 여름,6,23.48
20160618,2016 여름,6,24.55
20160619,2016 여름,6,24.02
20160620,2016 여름,6,24.65
20160621,2016 여름,6,26.06
20160622,2016 여름,6,24.61
20160623,2016 여름,6,24.33
20160624,2016 여름,6,23.28
20160625,2016 여름,6,22.77
20160626,2016 여름,6,24.36
20160627,2016 여름,6,24.35
20160628,2016 여름,6,24.73
20160629,2016 여름,6,25.29
20160630,2016 여름,6,24.53
20160701,2016 여름,7,24.07
20160702,2016 여름,7,23.58
20160703,2016 여름,7,23.53
20160704,2016 여름,7,21.89
20160705,2016 여름,7,22.95
20160706,2016 여름,7,22.87
20160707,2016 여름,7,23.83
20160708,2016 여름,7,28.64
20160709,2016 여름,7,29.55
20160710,2016 여름,7,29.59
20160711,2016 여름,7,31.04
20160712,2016 여름,7,26.36
20160713,2016 여름,7,26.32
20160714,2016 여름,7,29.46
20160715,2016 여름,7,26.59
20160716,2016 여름,7,20.93
20160717,2016 여름,7,21.72
20160718,2016 여름,7,24.22
20160719,2016 여름,7,28.26
20160720,2016 여름,7,30.54
20160721,2016 여름,7,30
20160722,2016 여름,7,31.82
20160723,2016 여름,7,32.31
20160724,2016 여름,7,31.67
20160725,2016 여름,7,32.45
20160726,2016 여름,7,31.29
20160727,2016 여름,7,30.71
20160728,2016 여름,7,31.07
20160729,2016 여름,7,26.03
20160730,2016 여름,7,32.49
20160731,2016 여름,7,32.99
20160801,2016 여름,8,31.85
20160802,2016 여름,8,29.8
20160803,2016 여름,8,31.46
20160804,2016 여름,8,34.05
20160805,2016 여름,8,35.02
20160806,2016 여름,8,35.33
20160807,2016 여름,8,32.98
20160808,2016 여름,8,34.58
20160809,2016 여름,8,32.92
20160810,2016 여름,8,33.04
20160811,2016 여름,8,34.45
20160812,2016 여름,8,35.41
20160813,2016 여름,8,34.9
20160814,2016 여름,8,33.87
20160815,2016 여름,8,32.3
20160816,2016 여름,8,31.98
20160817,2016 여름,8,32.53
20160818,2016 여름,8,32.74
20160819,2016 여름,8,32.98
20160820,2016 여름,8,32.66
20160821,2016 여름,8,33.66
20160822,2016 여름,8,33.96
20160823,2016 여름,8,31.16
20160824,2016 여름,8,31.12
20160825,2016 여름,8,29.37
20160826,2016 여름,8,23.32
20160827,2016 여름,8,23.19
20160828,2016 여름,8,21.22
20160829,2016 여름,8,21.98
20160830,2016 여름,8,20.8
20160831,2016 여름,8,17.7
20170601,2017 여름,6,23.38
20170602,2017 여름,6,20.6
20170603,2017 여름,6,20.57
20170604,2017 여름,6,21.63
20170605,2017 여름,6,23.89
20170606,2017 여름,6,20.05
20170607,2017 여름,6,17.53
20170608,2017 여름,6,19.9
20170609,2017 여름,6,20.96
20170610,2017 여름,6,21.6
20170611,2017 여름,6,22.58
20170612,2017 여름,6,22.25
20170613,2017 여름,6,21.47
20170614,2017 여름,6,21.8
20170615,2017 여름,6,22.94
20170616,2017 여름,6,25.35
20170617,2017 여름,6,24.29
20170618,2017 여름,6,24.27
20170619,2017 여름,6,24.69
20170620,2017 여름,6,25.78
20170621,2017 여름,6,25.63
20170622,2017 여름,6,25.2
20170623,2017 여름,6,27.36
20170624,2017 여름,6,24.74
20170625,2017 여름,6,23.66
20170626,2017 여름,6,23.12
20170627,2017 여름,6,24.98
20170628,2017 여름,6,25.87
20170629,2017 여름,6,26.2
20170630,2017 여름,6,25.87
20170701,2017 여름,7,25.17
20170702,2017 여름,7,24.71
20170703,2017 여름,7,24.43
20170704,2017 여름,7,28.69
20170705,2017 여름,7,29.07
20170706,2017 여름,7,30.23
20170707,2017 여름,7,26.33
20170708,2017 여름,7,25.97
20170709,2017 여름,7,26.43
20170710,2017 여름,7,24.12
20170711,2017 여름,7,25.75
20170712,2017 여름,7,29.82
20170713,2017 여름,7,29.67
20170714,2017 여름,7,31.63
20170715,2017 여름,7,25.18
20170716,2017 여름,7,25.99
20170717,2017 여름,7,29.33
20170718,2017 여름,7,26.42
20170719,2017 여름,7,31.34
20170720,2017 여름,7,33.79
20170721,2017 여름,7,34.99
20170722,2017 여름,7,34.81
20170723,2017 여름,7,31.14
20170724,2017 여름,7,26.3
20170725,2017 여름,7,32.53
20170726,2017 여름,7,29.84
20170727,2017 여름,7,28.43
20170728,2017 여름,7,25.45
20170729,2017 여름,7,29.37
20170730,2017 여름,7,29.71
20170731,2017 여름,7,25.92
20170801,2017 여름,8,31.66
20170802,2017 여름,8,35.42
20170803,2017 여름,8,33.53
20170804,2017 여름,8,33.24
20170805,2017 여름,8,36.52
20170806,2017 여름,8,35.26
20170807,2017 여름,8,32.88
20170808,2017 여름,8,30.48
20170809,2017 여름,8,29.83
20170810,2017 여름,8,24.84
20170811,2017 여름,8,28.92
20170812,2017 여름,8,28.98
20170813,2017 여름,8,26.4
20170814,2017 여름,8,24.63
20170815,2017 여름,8,22.13
20170816,2017 여름,8,23.13
20170817,2017 여름,8,24.49
20170818,2017 여름,8,26.3
20170819,2017 여름,8,25.99
20170820,2017 여름,8,23.31
20170821,2017 여름,8,25.69
20170822,2017 여름,8,29.21
20170823,2017 여름,8,30.01
20170824,2017 여름,8,29.55
20170825,2017 여름,8,25.49
20170826,2017 여름,8,24.18
20170827,2017 여름,8,22.6
20170828,2017 여름,8,21.92
20170829,2017 여름,8,19.63
20170830,2017 여름,8,19.54
20170831,2017 여름,8,22.04
20180601,2018 여름,6,23.71
20180602,2018 여름,6,23.51
20180603,2018 여름,6,23.71
20180604,2018 여름,6,22.88
20180605,2018 여름,6,23.57
20180606,2018 여름,6,23.09
20180607,2018 여름,6,22.3
20180608,2018 여름,6,21.74
20180609,2018 여름,6,23.68
20180610,2018 여름,6,21.3
20180611,2018 여름,6,20.56
20180612,2018 여름,6,21.18
20180613,2018 여름,6,21.98
20180614,2018 여름,6,21.65
20180615,2018 여름,6,21.86
20180616,2018 여름,6,22.3
20180617,2018 여름,6,22.73
20180618,2018 여름,6,24.8
20180619,2018 여름,6,22.59
20180620,2018 여름,6,22.7
20180621,2018 여름,6,23.64
20180622,2018 여름,6,24.69
20180623,2018 여름,6,24.57
20180624,2018 여름,6,25.15
20180625,2018 여름,6,27.64
20180626,2018 여름,6,22.9
20180627,2018 여름,6,22.19
20180628,2018 여름,6,23.39
20180629,2018 여름,6,24.66
20180630,2018 여름,6,24.35
20180701,2018 여름,7,22.03
20180702,2018 여름,7,22.44
20180703,2018 여름,7,29.56
20180704,2018 여름,7,29.59
20180705,2018 여름,7,25.39
20180706,2018 여름,7,24.06
20180707,2018 여름,7,23.76
20180708,2018 여름,7,23
20180709,2018 여름,7,21.02
20180710,2018 여름,7,23.34
20180711,2018 여름,7,26.62
20180712,2018 여름,7,29.36
20180713,2018 여름,7,29.69
20180714,2018 여름,7,30.52
20180715,2018 여름,7,31.18
20180716,2018 여름,7,31.22
20180717,2018 여름,7,30.23
20180718,2018 여름,7,30.46
20180719,2018 여름,7,30.9
20180720,2018 여름,7,32.34
20180721,2018 여름,7,32.85
20180722,2018 여름,7,33.76
20180723,2018 여름,7,34.33
20180724,2018 여름,7,35.38
20180725,2018 여름,7,34.56
20180726,2018 여름,7,34.77
20180727,2018 여름,7,36.81
20180728,2018 여름,7,36.14
20180729,2018 여름,7,33.79
20180730,2018 여름,7,33.65
20180731,2018 여름,7,35.25
20180801,2018 여름,8,39.08
20180802,2018 여름,8,38.99
20180803,2018 여름,8,38.68
20180804,2018 여름,8,35.02
20180805,2018 여름,8,35.4
20180806,2018 여름,8,37.36
20180807,2018 여름,8,34.41
20180808,2018 여름,8,36.18
20180809,2018 여름,8,33.85
20180810,2018 여름,8,34.36
20180811,2018 여름,8,33.84
20180812,2018 여름,8,34.11
20180813,2018 여름,8,35.55
20180814,2018 여름,8,35.58
20180815,2018 여름,8,35.98
20180816,2018 여름,8,31.82
20180817,2018 여름,8,26.92
20180818,2018 여름,8,26.55
20180819,2018 여름,8,28.35
20180820,2018 여름,8,30.35
20180821,2018 여름,8,28.49
20180822,2018 여름,8,32.59
20180823,2018 여름,8,31.78
20180824,2018 여름,8,24.63
20180825,2018 여름,8,25.22
20180826,2018 여름,8,23.31
20180827,2018 여름,8,22.43
20180828,2018 여름,8,23.82
20180829,2018 여름,8,25.01
20180830,2018 여름,8,25.45
20180831,2018 여름,8,25.56
